iter	RMSE
261	0.01062899853
262	0.010605433
263	0.01054376211
264	0.01042629942
265	0.01016801522
266	0.01010141541
267	0.01002201898
268	0.009862722963
269	0.009776219757
270	0.009764436861
271	0.009621778484
272	0.009483169905
273	0.009347977646
274	0.00930809633
275	0.009176534183
276	0.009085349211
277	0.008926221044
278	0.008859456987
279	0.008848847007
280	0.008713910335
281	0.008620695273
282	0.00855405216
283	0.008434945154
284	0.00837222633
285	0.008281427446
286	0.008213794723
287	0.008027461601
288	0.007936772849
289	0.007852903311
290	0.007848124976
291	0.007769804593
292	0.007644355464
293	0.007523622365
294	0.007384864231
295	0.00731141316
296	0.00723136555
297	0.007222318136
298	0.007153793644
299	0.007096158313
300	0.007089418491
301	0.007006705825
302	0.006990472259
303	0.00692077615
304	0.006837894574
305	0.00677545581
306	0.006689668015
307	0.006602206968
308	0.006554800035
309	0.006477904207
310	0.006416008024
311	0.006365392897
312	0.006313900987
313	0.00622302765
314	0.006142287857
315	0.006138072516
316	0.006100315158
317	0.006096206535
318	0.006050728168
319	0.005997138851
320	0.005905603009
321	0.005833312273
322	0.005716309519
323	0.005650238665
324	0.005642157372
325	0.00563140232
326	0.005525283963
327	0.005474219369
328	0.005426309099
329	0.005344334324
330	0.005307040136
331	0.00525619423
332	0.00522264088
333	0.005102463938
334	0.005072371849
335	0.005041576374
336	0.00497235802
337	0.004883113914
338	0.004801069771
339	0.004710856228
340	0.004668926722
341	0.004602527001
342	0.004559091535
343	0.004540395131
344	0.00449645596
345	0.004468749989
346	0.004381567755
347	0.004327205854
348	0.004280337544
349	0.004272428511
350	0.00422062263
351	0.004171384845
352	0.004106726207
353	0.004002923236
354	0.003995549422
355	0.003956779656
356	0.003940190706
357	0.003863898639
358	0.003814044167
359	0.00375950037
360	0.003688741181
361	0.003644015554
362	0.003578414611
363	0.003545614696
364	0.003524793864
365	0.003507717381
366	0.003451783546
367	0.003398636445
368	0.003366488172
369	0.003318330207
370	0.003297659172
371	0.003272288019
372	0.00325283008
373	0.003198699575
374	0.003139184298
375	0.00311798896
376	0.003100033492
377	0.003076407134
378	0.003045652772
379	0.002994953849
380	0.002972981598
381	0.002928759357
382	0.002914447345
383	0.002869953424
384	0.00281760808
385	0.002802221067
386	0.002798391719
387	0.002794368974
388	0.002753653637
389	0.002722097527
390	0.002672575976
391	0.002643812352
392	0.002634461456
393	0.00260916772
394	0.00257632382
395	0.002555679265
396	0.002548757182
397	0.002543186273
398	0.002493799435
399	0.002457332894
400	0.002425210118
401	0.002387553067
402	0.002348286049
403	0.002317975265
404	0.002292463196
405	0.002274293393
406	0.002239336596
407	0.002213253353
408	0.002185539352
409	0.002165124613
410	0.002148364743
411	0.002117551509
412	0.002102427906
413	0.002086094386
414	0.002074473985
415	0.002070157675
416	0.002053832333
417	0.002039728779
418	0.002018149661
419	0.001984730629
420	0.001965923741
421	0.001953211391
422	0.001943675366
423	0.001935500769
424	0.001909042802
425	0.001890141957
426	0.001873656065
427	0.001839833843
428	0.001818351705
429	0.001793089106
430	0.00177152941
431	0.00175855714
432	0.001722776654
433	0.001707908738
434	0.001697219781
435	0.001686820844
436	0.001679902463
437	0.001659531603
438	0.001646627456
439	0.001620795358
440	0.001606850482
441	0.001581244115
442	0.001562999862
443	0.001545578213
444	0.001530300624
445	0.001526730374
446	0.001515285694
447	0.001492181642
448	0.00149027214
449	0.001483066529
450	0.001467134097
451	0.001454364671
452	0.001439444999
453	0.001424856723
454	0.001418546397
455	0.00141130898
456	0.001397480539
457	0.001381774159
458	0.001368681207
459	0.001366597548
460	0.001350289693
461	0.001326404737
462	0.001322334028
463	0.001305876234
464	0.001295187666
465	0.00127760249
466	0.001265283863
467	0.001258913325
468	0.001249916342
469	0.001227120443
470	0.001212377761
471	0.001196521744
472	0.001174270036
473	0.001164925508
474	0.001151073053
475	0.001141937783
476	0.001135607455
477	0.001108163475
478	0.001099740249
479	0.001092683537
480	0.001076051859
481	0.001059270576
482	0.001049501259
483	0.001040909477
484	0.001029301046
485	0.001024163536
486	0.001011891261
487	0.0009928071767
488	0.0009815635769
489	0.0009739984715
490	0.0009669434905
491	0.0009562553472
492	0.0009471345999
493	0.0009300266065
494	0.0009261673927
495	0.0009222558331
496	0.0009147599125
497	0.0009107586657
498	0.0008931588691
499	0.0008855422814
500	0.0008765147831
501	0.0008633230844
502	0.0008527640216
503	0.0008466940815
504	0.0008400569938
505	0.0008328529394
506	0.0008250022173
507	0.0008143914169
508	0.0008086378847
509	0.0008050611227
510	0.0007995634083
511	0.000792405989
512	0.00078831052
513	0.0007780160104
514	0.0007726029818
515	0.0007655083009
516	0.0007565645734
517	0.0007487777602
518	0.0007432071528
519	0.0007342635696
520	0.0007303672386
521	0.0007270103544
522	0.0007156905769
523	0.0007028279884
524	0.0006957179113
525	0.0006878951988
526	0.0006868812954
527	0.0006766395407
528	0.0006676210502
529	0.0006625155377
530	0.0006564385023
531	0.0006514441079
532	0.0006384782566
533	0.0006286705135
534	0.0006274870133
535	0.0006208881771
536	0.0006134422568
537	0.000606579698
538	0.000601260742
539	0.0006003047068
540	0.0005945617245
541	0.0005857022325
542	0.0005778508145
543	0.0005717915072
544	0.0005703299737
545	0.0005689368473
546	0.0005670767566
547	0.0005652460435
548	0.0005574174817
549	0.00055250667
550	0.000546456898
551	0.0005406596817
552	0.0005336785957
553	0.0005284780393
554	0.0005207450402
555	0.000518454676
556	0.0005142600274
557	0.0005048805482
558	0.0004986336071
559	0.0004943532659
560	0.0004901848746
561	0.0004846171003
562	0.0004778512317
563	0.0004725476024
564	0.0004647141991
565	0.0004610602292
566	0.0004578238734
567	0.0004544347021
568	0.0004459701831
569	0.0004383443404
570	0.0004359186221
571	0.0004318402366
572	0.0004271959162
573	0.0004229836819
574	0.0004148259959
575	0.0004081921829
576	0.0004005877826
577	0.0003956162779
578	0.0003899126403
579	0.0003864623839
580	0.0003835575117
581	0.0003818140836
582	0.0003757259675
583	0.0003725732379
584	0.0003715731388
585	0.0003701518058
586	0.0003663849963
587	0.0003590376275
588	0.0003545523115
589	0.0003506864389
590	0.0003469464448
591	0.0003435344951
592	0.0003407777438
593	0.0003356646206
594	0.0003319074909
595	0.0003311594809
596	0.0003285535123
597	0.0003265967442
598	0.0003251920346
599	0.0003231789597
600	0.0003224610818
601	0.0003203708847
602	0.0003172068769
603	0.0003122557636
604	0.0003109702928
605	0.0003056379519
606	0.0003049684287
607	0.000298959096
608	0.000296046942
609	0.0002930347401
610	0.0002877449645
611	0.0002828979037
612	0.0002824040854
613	0.0002801956554
614	0.0002771580686
615	0.0002750197244
616	0.0002745209899
617	0.0002714477169
618	0.0002701247777
619	0.0002666154202
620	0.000264859438
621	0.0002615612497
622	0.0002602220368
623	0.0002576430781
624	0.000257333359
625	0.0002543022933
626	0.0002513112715
627	0.0002485562804
628	0.0002461886208
629	0.0002438903599
630	0.0002425059993
631	0.0002401594248
632	0.0002368889825
633	0.0002353904576
634	0.0002342873903
635	0.0002313680259
636	0.0002307943962
637	0.0002293370293
638	0.0002254976529
639	0.0002236994547
640	0.0002224821269
641	0.0002209554788
642	0.0002204000463
643	0.0002169853269
644	0.0002145975407
645	0.0002117692418
646	0.0002107431625
647	0.0002085984028
648	0.0002057503243
649	0.0002049580525
650	0.0002023796234
651	0.0002003110619
652	0.0001974438615
653	0.0001945659593
654	0.0001922064039
655	0.0001895440331
656	0.0001877610206
657	0.0001849305777
658	0.0001830847069
659	0.0001810703009
660	0.0001798945282
661	0.0001784109849
662	0.0001757152853
663	0.0001752316551
664	0.0001724416081
665	0.0001694551161
666	0.0001665106713
667	0.000165466442
668	0.0001616700019
669	0.0001612493409
670	0.0001610602581
671	0.0001580329123
672	0.0001541870258
673	0.0001531621339
674	0.000151631732
675	0.0001514007581
676	0.0001501674139
677	0.0001480032701
678	0.0001464176788
679	0.0001456936708
680	0.0001440875176
681	0.0001424438518
682	0.000140997429
683	0.0001403267073
684	0.0001401392316
685	0.0001392515938
686	0.0001380606572
687	0.0001367518693
688	0.0001358021214
689	0.0001342543351
690	0.0001335526422
691	0.0001327266505
692	0.0001317547871
693	0.0001304098521
694	0.00012808504
695	0.0001270026102
696	0.0001258532575
697	0.0001254731029
698	0.0001250279499
699	0.0001231316481
700	0.0001202273875
701	0.0001195567976
702	0.0001193201108
703	0.0001179932546
704	0.0001177498007
705	0.0001176249378
706	0.000116638575
707	0.000115467985
708	0.0001150769182
709	0.0001148276885
710	0.0001145942476
711	0.0001143896057
712	0.0001137068339
713	0.0001135265982
714	0.0001124946031
715	0.0001117704231
716	0.000109516667
717	0.0001091246886
718	0.0001071780809
719	0.0001066362132
720	0.0001049173011
721	0.000103305415
722	0.00010271542
723	0.0001014557323
724	0.000100694377
725	9.908164841e-05
726	9.8393415e-05
727	9.780216434e-05
728	9.671401796e-05
729	9.526871316e-05
730	9.424655948e-05
731	9.215492095e-05
732	9.103589514e-05
733	9.045255312e-05
734	8.896828093e-05
735	8.783386799e-05
736	8.633303474e-05
737	8.6154693e-05
738	8.571747928e-05
739	8.487921425e-05
740	8.42346316e-05
741	8.410235179e-05
742	8.314957485e-05
743	8.17462338e-05
744	8.148878823e-05
745	8.11483876e-05
746	8.075686244e-05
747	7.995028145e-05
748	7.924992892e-05
749	7.815802343e-05
750	7.744041587e-05
751	7.649503958e-05
752	7.554791876e-05
753	7.504085746e-05
754	7.480342929e-05
755	7.443954809e-05
756	7.348889136e-05
757	7.238875426e-05
758	7.190479394e-05
759	7.177790211e-05
760	7.113450441e-05
761	7.053795791e-05
762	6.938397089e-05
763	6.903976979e-05
764	6.850824044e-05
765	6.759409026e-05
766	6.642120062e-05
767	6.615447222e-05
768	6.576495713e-05
769	6.509626592e-05
770	6.436779748e-05
771	6.386324885e-05
772	6.29870659e-05
773	6.169563329e-05
774	6.087782547e-05
775	6.006303989e-05
776	5.938420897e-05
777	5.849835482e-05
778	5.779026653e-05
779	5.748186317e-05
780	5.721260766e-05
781	5.622644292e-05
782	5.570282973e-05
783	5.554560773e-05
784	5.500888674e-05
785	5.478712045e-05
786	5.370825011e-05
787	5.329634906e-05
788	5.233617483e-05
789	5.202566566e-05
790	5.171571159e-05
791	5.10910703e-05
792	5.070072729e-05
793	4.985418864e-05
794	4.906230141e-05
795	4.863275311e-05
796	4.827409008e-05
797	4.802543471e-05
798	4.741179487e-05
799	4.693317663e-05
800	4.656425978e-05
801	4.610247228e-05
802	4.592194206e-05
803	4.544699486e-05
804	4.530768957e-05
805	4.479077564e-05
806	4.397329588e-05
807	4.366770051e-05
808	4.352358635e-05
809	4.287510351e-05
810	4.254068113e-05
811	4.228741027e-05
812	4.19370305e-05
813	4.171207201e-05
814	4.10410102e-05
815	4.066015059e-05
816	4.013349306e-05
817	3.959882515e-05
818	3.901298648e-05
819	3.864155442e-05
820	3.794132699e-05
821	3.751474761e-05
822	3.715028438e-05
823	3.689785844e-05
824	3.673050969e-05
825	3.656532e-05
826	3.618550639e-05
827	3.595987745e-05
828	3.557851805e-05
829	3.539638677e-05
830	3.521876886e-05
831	3.500696861e-05
832	3.445748125e-05
833	3.406765892e-05
834	3.399857808e-05
835	3.374619965e-05
836	3.30988086e-05
837	3.279023194e-05
838	3.259753349e-05
839	3.235362289e-05
840	3.196385534e-05
841	3.165047611e-05
842	3.156398069e-05
843	3.103205508e-05
844	3.074563417e-05
845	3.040168774e-05
846	3.005905925e-05
847	2.995835391e-05
848	2.962735118e-05
849	2.935523821e-05
850	2.924651463e-05
851	2.888563335e-05
852	2.849528641e-05
853	2.839298018e-05
854	2.805805988e-05
855	2.781559102e-05
856	2.730575824e-05
857	2.715208338e-05
858	2.696925855e-05
859	2.676673797e-05
860	2.649680852e-05
861	2.606914769e-05
862	2.562257263e-05
863	2.555428866e-05
864	2.538736421e-05
865	2.521492502e-05
866	2.481754411e-05
867	2.43016702e-05
868	2.406477838e-05
869	2.393724931e-05
870	2.379168177e-05
871	2.348967383e-05
872	2.335200897e-05
873	2.305161924e-05
874	2.273927926e-05
875	2.244076414e-05
876	2.223722776e-05
877	2.200297533e-05
878	2.173167373e-05
879	2.153433394e-05
880	2.136423619e-05
881	2.108438054e-05
882	2.081210374e-05
883	2.055359732e-05
884	2.049573766e-05
885	2.029757363e-05
886	2.017133487e-05
887	1.985081582e-05
888	1.955761438e-05
889	1.923667713e-05
890	1.905816445e-05
891	1.892951899e-05
892	1.885026138e-05
893	1.857569784e-05
894	1.841559948e-05
895	1.830199573e-05
896	1.807123569e-05
897	1.795719282e-05
898	1.768761287e-05
899	1.748735847e-05
900	1.745570632e-05
901	1.739939313e-05
902	1.720890399e-05
903	1.711892139e-05
904	1.676481094e-05
905	1.648103909e-05
906	1.635789461e-05
907	1.614454329e-05
908	1.601104824e-05
909	1.595584305e-05
910	1.573910461e-05
911	1.552106147e-05
912	1.538707895e-05
913	1.523886406e-05
914	1.517408468e-05
915	1.496457855e-05
916	1.487250816e-05
917	1.472857504e-05
918	1.456214249e-05
919	1.439690436e-05
920	1.410398329e-05
921	1.387336785e-05
922	1.379992168e-05
923	1.360345779e-05
924	1.356437794e-05
925	1.336333484e-05
926	1.329683409e-05
927	1.32637386e-05
928	1.312717878e-05
929	1.30626938e-05
930	1.290388694e-05
931	1.270909387e-05
932	1.265281594e-05
933	1.258230002e-05
934	1.249769096e-05
935	1.24708193e-05
936	1.242801395e-05
937	1.241304437e-05
938	1.227144875e-05
939	1.215664349e-05
940	1.203437773e-05
941	1.200387928e-05
942	1.177538752e-05
943	1.164818569e-05
944	1.162712185e-05
945	1.147367035e-05
946	1.130927307e-05
947	1.124229316e-05
948	1.114581155e-05
949	1.108135956e-05
950	1.096395772e-05
951	1.089384603e-05
952	1.086004064e-05
953	1.081472814e-05
954	1.066209574e-05
955	1.05541643e-05
956	1.048826268e-05
957	1.047973075e-05
958	1.037916384e-05
959	1.027081814e-05
960	1.021353092e-05
961	1.009593158e-05
962	1.00091328e-05
963	9.979813761e-06
964	9.896583853e-06
965	9.86059633e-06
966	9.739076736e-06
967	9.685877716e-06
968	9.476775076e-06
969	9.444005965e-06
970	9.354231203e-06
971	9.154184805e-06
972	9.053931638e-06
973	8.904452157e-06
974	8.87586043e-06
975	8.807483894e-06
976	8.713289276e-06
977	8.66976493e-06
978	8.643576244e-06
979	8.623959444e-06
980	8.604011936e-06
981	8.556722098e-06
982	8.463015094e-06
983	8.33057617e-06
984	8.246537658e-06
985	8.122656402e-06
986	8.041745493e-06
987	7.999700497e-06
988	7.91158531e-06
989	7.857709236e-06
990	7.828048112e-06
991	7.775652014e-06
992	7.69618929e-06
993	7.632325268e-06
994	7.573800308e-06
995	7.517339921e-06
996	7.376117297e-06
997	7.351740074e-06
998	7.292326506e-06
999	7.220321926e-06
